event_name	tweet_id	image_id	tweet_text	image	label
iraq_iran_earthquake	931898198569996288	931898198569996288_0	#Iran Daily: US Treasury Blocks Donations for Earthquake Survivors https://t.co/SvpZrkxsuc https://t.co/wZaAmD6aei	data_image/iraq_iran_earthquake/18_11_2017/931898198569996288_0.jpg	severe_damage
hurricane_harvey	905069428341174272	905069428341174272_0	Helping Harvey Victims Without Getting Scammed https://t.co/kA1oSO0tfW https://t.co/UqsdUJkhvD	data_image/hurricane_harvey/5_9_2017/905069428341174272_0.jpg	severe_damage
hurricane_irma	909796661756653569	909796661756653569_0	How Hurricane Irma could impact the food industry... https://t.co/OZHozgTkeu https://t.co/PIRkwdSN0l	data_image/hurricane_irma/18_9_2017/909796661756653569_0.jpg	severe_damage
hurricane_harvey	907345772823408642	907345772823408642_0	Hurricane #Harvey Blog: When No News is Good News https://t.co/YcXqqoOY0k https://t.co/7w2SiadFj1	data_image/hurricane_harvey/11_9_2017/907345772823408642_0.jpg	mild_damage
hurricane_maria	914928771865694209	914928771865694209_2	Survived #HurricaneMaria. Deep in island still no visible help from #FEMA nor #Army except guarding gas stations. https://t.co/N2wRw5MiwO	data_image/hurricane_maria/2_10_2017/914928771865694209_2.jpg	mild_damage
hurricane_irma	910170497689759744	910170497689759744_0	Kneemail from Scott...Irma Update https://t.co/EJSr32XidZ https://t.co/KLlqmuz955	data_image/hurricane_irma/19_9_2017/910170497689759744_0.jpg	little_or_no_damage
hurricane_harvey	908566528898895872	908566528898895872_2	Finally finished with walls! Now on to sorting losses #Harvey #HoustonStrong #NewSeason https://t.co/Sscz9aDQLl	data_image/hurricane_harvey/15_9_2017/908566528898895872_2.jpg	little_or_no_damage
hurricane_maria	911750614631243776	911750614631243776_2	RT @usvirginislands: Major Flooding on St. Thomas #HurricaneMaria #USVI #VirginIslands https://t.co/oCsp3iihxO	data_image/hurricane_maria/24_9_2017/911750614631243776_2.jpg	severe_damage
hurricane_harvey	905498554332000256	905498554332000256_3	Day 2 of DHS Boys soccer helping out our local community!á¼°Aá½ª8á½„Dá¼¿B #DHSRedSea #Hurricaneharvey @Dulles_Soccer https://t.co/JYxFJG6A5s	data_image/hurricane_harvey/6_9_2017/905498554332000256_3.jpg	little_or_no_damage
hurricane_harvey	904814892095598592	904814892095598592_0	Gov. Abbott adds Bastrop, Lee counties to list of Disaster Declaration after Harvey https://t.co/x6kPFFxt5y https://t.co/PFAHM5GK95	data_image/hurricane_harvey/4_9_2017/904814892095598592_0.jpg	mild_damage
hurricane_maria	913100773264957447	913100773264957447_0	Hurricane Maria pushes Puerto Rico's struggling hospitals to crisis point https://t.co/1iQRGBbgdZ https://t.co/KXuJrJ49gY	data_image/hurricane_maria/27_9_2017/913100773264957447_0.jpg	severe_damage
hurricane_irma	910213017681281024	910213017681281024_0	Head to @shoreclubchi on Sunday for an amazing #HurricaneIrma Disaster Relief Event! It is truly such a great cause… https://t.co/Pen1G2FZjK	data_image/hurricane_irma/19_9_2017/910213017681281024_0.jpg	mild_damage
hurricane_maria	922560865144012803	922560865144012803_1	Visiting family in Puerto Rico amid devastation https://t.co/mEN9ooUt5E via @yahoophoto https://t.co/68kT8Alnnu	data_image/hurricane_maria/23_10_2017/922560865144012803_1.jpg	mild_damage
iraq_iran_earthquake	930712268416753664	930712268416753664_0	Iran's Earthquake Leaves Thousands Without Home https://t.co/ECtqT7eArG #Middle_East https://t.co/CgAqJlrJm7	data_image/iraq_iran_earthquake/15_11_2017/930712268416753664_0.jpg	severe_damage
hurricane_harvey	904221225072836608	904221225072836608_0	RT @NavyTimes: Drones, disaster teams helping address Hurricane Harvey insurance claims: https://t.co/MsrprlbPBC https://t.co/fTlgiQlf9p	data_image/hurricane_harvey/3_9_2017/904221225072836608_0.jpg	severe_damage
hurricane_irma	905733262173102081	905733262173102081_0	Haiti Still Hasn’t Recovered From Hurricane Matthew. Now Here Comes Irma. https://t.co/RuhNUdWBz4 https://t.co/adpfnB5bJS	data_image/hurricane_irma/7_9_2017/905733262173102081_0.jpg	severe_damage
hurricane_harvey	907292737057079297	907292737057079297_0	National flood insurance will help clean up after Irma and Harvey. And that's a problem. https://t.co/yLPzJJJ7Ec https://t.co/nP3JtQJfbx	data_image/hurricane_harvey/11_9_2017/907292737057079297_0.jpg	severe_damage
hurricane_irma	909914772816179201	909914772816179201_3	Post Irma pics. https://t.co/snfsTR3Nkp	data_image/hurricane_irma/18_9_2017/909914772816179201_3.jpg	little_or_no_damage
hurricane_harvey	905766482503663617	905766482503663617_0	Trump actively participating in #HurricaneHarvey rescue efforts. #nowthatsapresident https://t.co/ZVyiIBcoGk	data_image/hurricane_harvey/7_9_2017/905766482503663617_0.jpg	severe_damage
california_wildfires	921767804860235776	921767804860235776_0	Islamic State celebrates, but does not claim responsibility for, California wildfires https://t.co/G3oIPcXtxO https://t.co/3HppfO0tUm	data_image/california_wildfires/21_10_2017/921767804860235776_0.jpg	severe_damage
mexico_earthquake	912346493809577984	912346493809577984_2	á¼žAá¼ŸAECHO Daily Flash âš¡| #MexicoEarthquake: situation update. https://t.co/rc7IWZUVUB https://t.co/TNqLsXTraJ	data_image/mexico_earthquake/25_9_2017/912346493809577984_2.jpg	severe_damage
hurricane_maria	914271884253986817	914271884253986817_0	95% of customers are without electricity service in Puerto Rico 10 days after… https://t.co/cJR9KN9rjZ https://t.co/hAakYdTz5i	data_image/hurricane_maria/30_9_2017/914271884253986817_0.jpg	mild_damage
hurricane_harvey	901655097293377536	901655097293377536_1	RT @JMilesKHOU: Rockport, TX damage via @StormVisuals. Feeling for those folks #HurricaneHarvey #khou11 https://t.co/uoOuBEzPl0	data_image/hurricane_harvey/27_8_2017/901655097293377536_1.jpg	severe_damage
hurricane_irma	905766123907407872	905766123907407872_0	Irma most enduring super-storm on record: French weather service https://t.co/49fGWOoDEW https://t.co/TQyaeE2fCR	data_image/hurricane_irma/7_9_2017/905766123907407872_0.jpg	severe_damage
hurricane_irma	909428648796704768	909428648796704768_0	Hey @JordynJournals I just saw you on @amjoyshow w/ @JoyAnnReid discussing Hurricane Irma. Good job. #NABJ https://t.co/GrADhX5Gak	data_image/hurricane_irma/17_9_2017/909428648796704768_0.jpg	severe_damage
hurricane_irma	910122015993995264	910122015993995264_1	RT @steadicam305: #Irma minor damage at @univision's parking lot - @UniNoticias @Univision23 https://t.co/XO0tWG1d9y	data_image/hurricane_irma/19_9_2017/910122015993995264_1.jpg	mild_damage
hurricane_irma	905740321966891008	905740321966891008_0	Barbuda suffers '95% damage' in Hurricane Irma https://t.co/SlFeO4OWUY https://t.co/EGxYjoh60E	data_image/hurricane_irma/7_9_2017/905740321966891008_0.jpg	little_or_no_damage
california_wildfires	921485785517494272	921485785517494272_0	NEWS: Artists Grapple with Devastation Caused by California Wildfires https://t.co/Tjiu2KD2tf https://t.co/OhRdV4uf2n	data_image/california_wildfires/20_10_2017/921485785517494272_0.jpg	severe_damage
hurricane_harvey	906343879909179392	906343879909179392_0	I saw this in Houston today while doing #HurricaneHarvey cleanup. I â¤ï¸ Texas. https://t.co/eSxtC1RrX6	data_image/hurricane_harvey/9_9_2017/906343879909179392_0.jpg	mild_damage
hurricane_maria	916086364285923329	916086364285923329_0	IATSEâ€™s Puerto Rico Office Reopens With Backup Generator, NoÂ Electricity https://t.co/YMnBXhxZeV https://t.co/maFzsibFnQ	data_image/hurricane_maria/5_10_2017/916086364285923329_0.jpg	severe_damage
hurricane_harvey	907877049779539968	907877049779539968_0	Jaw-dropping images show WAVES rolling over Texas highway after Harvey https://t.co/Q3ojDZ0rfu https://t.co/8ssvwzXPOJ	data_image/hurricane_harvey/13_9_2017/907877049779539968_0.jpg	severe_damage
hurricane_irma	909806996878061568	909806996878061568_0	Here’s how to get rid of your Tropical Storm Irma debris https://t.co/qQnPUQTsT6 https://t.co/QhGHEqZDzz	data_image/hurricane_irma/18_9_2017/909806996878061568_0.jpg	little_or_no_damage
hurricane_harvey	908031796092252162	908031796092252162_0	Girl Scout Troops Seek Donations for Harvey, IrmaÂ Relief https://t.co/xOo4VdYtVp https://t.co/E4jqlmARgc	data_image/hurricane_harvey/13_9_2017/908031796092252162_0.jpg	severe_damage
srilanka_floods	870176000109182977	870176000109182977_1	These are the peoples were affected by the Flood #SriLankaFloods #SriLanka #lka @MaithripalaS https://t.co/2Geg2Jkw4H	data_image/srilanka_floods/1_6_2017/870176000109182977_1.jpg	mild_damage
hurricane_irma	909824644420694018	909824644420694018_0	Treating employees as family and your community as home is the fastest way to recover from c https://t.co/Qbg93DZIwz https://t.co/dh8dbGBEa3	data_image/hurricane_irma/18_9_2017/909824644420694018_0.jpg	severe_damage
california_wildfires	917975647116513280	917975647116513280_0	Haunting drone footage shows damage from Tubbs Fire in Northern California https://t.co/xrrPzuiGrq https://t.co/JVIj2XjD8b	data_image/california_wildfires/11_10_2017/917975647116513280_0.jpg	severe_damage
hurricane_harvey	905276630486196224	905276630486196224_0	RT @TedFowler361: Wind blown debris from another house, slicing thru the roof- #really#harvey https://t.co/dRrQ4hIKRe	data_image/hurricane_harvey/6_9_2017/905276630486196224_0.jpg	mild_damage
hurricane_maria	923357285497401344	923357285497401344_0	Puerto Rico mayor and Montana firm feud on Twitter over restoring power https://t.co/p3qWRJMqZr https://t.co/rleefPuiRG	data_image/hurricane_maria/26_10_2017/923357285497401344_0.jpg	mild_damage
hurricane_irma	910147498873950208	910147498873950208_0	Tree fell from #hurricane #Irma. #OddlySatisfying #PicsBae via https://t.co/NOhfVtYh3H https://t.co/W82IzllJnD	data_image/hurricane_irma/19_9_2017/910147498873950208_0.jpg	mild_damage
srilanka_floods	870013706935119872	870013706935119872_0	RT @coconutsdotco: Cyclone Mora tears through homes in Rakhine State https://t.co/DwHMPx6yG6 https://t.co/oyZrQ6TNaj	data_image/srilanka_floods/31_5_2017/870013706935119872_0.jpg	mild_damage
hurricane_irma	910168623175557120	910168623175557120_0	Brixmor works to re-open 14 Irma-damaged properties https://t.co/S4WNyPUlHn https://t.co/m25mpNyA8C	data_image/hurricane_irma/19_9_2017/910168623175557120_0.jpg	little_or_no_damage
iraq_iran_earthquake	930379264201027584	930379264201027584_0	November 12, 2017 The strong earthquake on Iran-Iraq border killed about 450 people https://t.co/HCp7UcvPPY https://t.co/JiSbywYta8	data_image/iraq_iran_earthquake/14_11_2017/930379264201027584_0.jpg	severe_damage
hurricane_maria	911784420734115840	911784420734115840_1	RT @rickycint: My family's hometown of Barranquitas, PR after Hurricane Maria. #HuracánMaría https://t.co/bahke587m7	data_image/hurricane_maria/24_9_2017/911784420734115840_1.jpg	mild_damage
hurricane_harvey	906042646736510976	906042646736510976_0	How the footwear industry is supporting #HurricaneHarvey victims: https://t.co/87ZoTNqt5E https://t.co/cyvHfmchoQ	data_image/hurricane_harvey/8_9_2017/906042646736510976_0.jpg	severe_damage
hurricane_irma	910154313422516226	910154313422516226_0	Hurricane Maria: Anguilla fears further devastation as island struggles with Irma clear-up https://t.co/esEmd2aDfY https://t.co/TWB81cYPts	data_image/hurricane_irma/19_9_2017/910154313422516226_0.jpg	severe_damage
hurricane_harvey	907307308211982336	907307308211982336_0	#hurricane #irma #storm aftermath. Brand new all metal light post snapped in half from #tornado https://t.co/Ewg9NMS7G6	data_image/hurricane_harvey/11_9_2017/907307308211982336_0.jpg	little_or_no_damage
hurricane_harvey	907215000233635840	907215000233635840_0	Moore church dedicates new sanctuary 14 years after being destroyed in tornado https://t.co/FLyGQPNr4U https://t.co/8T8rsAKYbA	data_image/hurricane_harvey/11_9_2017/907215000233635840_0.jpg	severe_damage
hurricane_harvey	906919855475097600	906919855475097600_1	Tornado activity in Palm Bay. A roof blew off a home and at least six mobile homes were destroyed https://t.co/rnQ9DM9SWD	data_image/hurricane_harvey/10_9_2017/906919855475097600_1.jpg	mild_damage
hurricane_irma	910170472658083840	910170472658083840_0	Cuba delays municipal elections due to Irma devastation https://t.co/YbpiPXIv8N ^ReutersWorld https://t.co/eYKTNBJfp6	data_image/hurricane_irma/19_9_2017/910170472658083840_0.jpg	mild_damage
hurricane_harvey	905400874880704512	905400874880704512_0	Houston residents battle #Harvey's next wave: Fraud. Story NEXT @SquawkCNBC https://t.co/ovROFloPWG	data_image/hurricane_harvey/6_9_2017/905400874880704512_0.jpg	mild_damage
iraq_iran_earthquake	930932169798713345	930932169798713345_0	WHERE IS THE AID? ASK #IRANIAN #EARTHQUAKE SURVIVORS https://t.co/1mRkMYuoEV #Iran #HumanRights https://t.co/S42UdyDnYA	data_image/iraq_iran_earthquake/15_11_2017/930932169798713345_0.jpg	severe_damage
mexico_earthquake	910694845949366272	910694845949366272_0	Man from KC in Mexico City captured these photos of devastation following yesterday's earthquake. 200+ dead https://t.co/vp6nQicNCj	data_image/mexico_earthquake/21_9_2017/910694845949366272_0.jpg	severe_damage
california_wildfires	917869210499399680	917869210499399680_0	Sorry to see the round barn in Santa Rosa destroyed by fire https://t.co/gbokGRO50m https://t.co/tRKPVoLMms	data_image/california_wildfires/10_10_2017/917869210499399680_0.jpg	severe_damage
hurricane_maria	922925964681666560	922925964681666560_0	@realDonaldTrump Hired to restore Electric on Puerto Rico? They only have 2 Employees!!! https://t.co/5gAlJtozgp https://t.co/ZUZUNro0ZH	data_image/hurricane_maria/24_10_2017/922925964681666560_0.jpg	severe_damage
hurricane_harvey	906207349261651973	906207349261651973_0	Hurricane Harvey #Texas Electricity Update. https://t.co/ogGsXbvMKz #ERCOT https://t.co/UbVSgd32iw	data_image/hurricane_harvey/8_9_2017/906207349261651973_0.jpg	severe_damage
california_wildfires	919935983314984960	919935983314984960_1	#Hotels #Destroyed by Killer #California #Wildfires https://t.co/Z6DqybUpqi #event #meeting #planner https://t.co/vFclzDzTxz	data_image/california_wildfires/16_10_2017/919935983314984960_1.jpg	severe_damage
hurricane_irma	910122015993995264	910122015993995264_3	RT @steadicam305: #Irma minor damage at @univision's parking lot - @UniNoticias @Univision23 https://t.co/XO0tWG1d9y	data_image/hurricane_irma/19_9_2017/910122015993995264_3.jpg	little_or_no_damage
hurricane_harvey	906984251538776071	906984251538776071_0	Just a little breezy and rain is picking up. Just under a tornado warning now. Probably sleeping downstairs tonight. https://t.co/9SpMazjPm4	data_image/hurricane_harvey/10_9_2017/906984251538776071_0.jpg	little_or_no_damage
hurricane_maria	913070687501344768	913070687501344768_0	RT @surfinchef61: #HurricaneMaria starting to show up #muchaloha to friends off hwy 12 https://t.co/Sn3jGErRRH	data_image/hurricane_maria/27_9_2017/913070687501344768_0.jpg	severe_damage
hurricane_harvey	906187513101860864	906187513101860864_0	Hurricane blame: Harvey &amp; Irma 'punishment' for Trump &amp; gay mayor, internet says https://t.co/7ybAiTmy66 https://t.co/qdcbeUs3gn	data_image/hurricane_harvey/8_9_2017/906187513101860864_0.jpg	severe_damage
iraq_iran_earthquake	930193943408586752	930193943408586752_3	pray to #kermanshah #IRAN ὢ2ὢ2 #earthquake . . . . https://t.co/6pQBRZ17PD	data_image/iraq_iran_earthquake/13_11_2017/930193943408586752_3.jpg	severe_damage
hurricane_irma	905664172809117697	905664172809117697_0	RT @FortuneMagazine: Hurricane Irma could hit Mar-a-Lago and these other Trump Properties https://t.co/llOV2UWmCr https://t.co/nlUY9ZjE0n	data_image/hurricane_irma/7_9_2017/905664172809117697_0.jpg	little_or_no_damage
hurricane_harvey	904288462441897984	904288462441897984_0	Beaumont-Port Arthur area floods by tropical storm Harvey, oil industry hit financially Watch Now ὄ9… https://t.co/qrMeqERsT2	data_image/hurricane_harvey/3_9_2017/904288462441897984_0.jpg	severe_damage
hurricane_irma	910262796935450624	910262796935450624_0	Hurricane Irma: State legislators grill Duke Energy about power outages https://t.co/hdu32MVqmv https://t.co/dp1zKZjRWK	data_image/hurricane_irma/19_9_2017/910262796935450624_0.jpg	severe_damage
hurricane_harvey	904993803911790592	904993803911790592_0	Editorial: Harvey’s terrible impact spotlights the foolishness of ignoring climate change https://t.co/IKaQe3ln23 https://t.co/HGCYxAGkea	data_image/hurricane_harvey/5_9_2017/904993803911790592_0.jpg	mild_damage
hurricane_irma	909434397077753861	909434397077753861_1	RT @ThomasWenski: St Peter the Fisherman in Big Pine Key suffered major damage from Irma. We will rebuild!!! https://t.co/sWFb4XVx2W	data_image/hurricane_irma/17_9_2017/909434397077753861_1.jpg	mild_damage
hurricane_irma	909719418887909376	909719418887909376_0	Hurricane Irma could cost insurers £150bn, analyst warns  https://t.co/ohxlmcDb1A https://t.co/6llXF6txL3	data_image/hurricane_irma/18_9_2017/909719418887909376_0.jpg	severe_damage
hurricane_harvey	904393848356569088	904393848356569088_0	Harvey: Terror, heartbreak and heroism as five Houstonians brave America’s worst storm https://t.co/xaTcr2M33A https://t.co/HTGoBBrL1P	data_image/hurricane_harvey/3_9_2017/904393848356569088_0.jpg	severe_damage
hurricane_harvey	904710459814690816	904710459814690816_0	RT @CharlesPPierce: Undocumented workers will help rebuild Texas after Harvey https://t.co/ICnNijtgaX https://t.co/UGNZC4mPPG	data_image/hurricane_harvey/4_9_2017/904710459814690816_0.jpg	severe_damage
hurricane_irma	909455492438564864	909455492438564864_0	'We are still in survival mode': island of Tortola rebuilds after Hurricane Irma https://t.co/077k1BVuur ^Guardian https://t.co/StgnsY8sow	data_image/hurricane_irma/17_9_2017/909455492438564864_0.jpg	severe_damage
hurricane_maria	911575707024859136	911575707024859136_3	dhs_jules: RT iamalikentish: The 'cultural capital' of Dominica - Grandbay, post Hurricane Maria. Pics from my fri… https://t.co/6JMeYy4M87	data_image/hurricane_maria/23_9_2017/911575707024859136_3.jpg	severe_damage
hurricane_harvey	906234333555433473	906234333555433473_0	Tornado throws woman and child from home in Richland County Watch Now ὄ9https://t.co/uvEOQQTlgj https://t.co/AyczMKkyPB	data_image/hurricane_harvey/8_9_2017/906234333555433473_0.jpg	severe_damage
hurricane_irma	905630591437197313	905630591437197313_0	Florida sheriff offers jail as ‘secure shelter’ for those with warrants fleeing… https://t.co/qxa0NK2h3o https://t.co/41FlTqrXoq	data_image/hurricane_irma/7_9_2017/905630591437197313_0.jpg	little_or_no_damage
hurricane_irma	909920437479624704	909920437479624704_0	TN Guardsman Lt. Col. Scott Fouch was on vacation in St. Martin when Irma hit. He put his skills to work. See… https://t.co/728QkBKyeD	data_image/hurricane_irma/18_9_2017/909920437479624704_0.jpg	severe_damage
mexico_earthquake	910694845949366272	910694845949366272_1	Man from KC in Mexico City captured these photos of devastation following yesterday's earthquake. 200+ dead https://t.co/vp6nQicNCj	data_image/mexico_earthquake/21_9_2017/910694845949366272_1.jpg	severe_damage
hurricane_irma	909779011320078339	909779011320078339_0	Cuban Goverment Announces Aid to People Affected by #HurricaneIrma #Cuba https://t.co/XMysl9YAkk https://t.co/z2wGh5iDSz	data_image/hurricane_irma/18_9_2017/909779011320078339_0.jpg	severe_damage
hurricane_irma	909839453010702338	909839453010702338_0	Our crews continue restoring power for storm-weary Floridians. #Irma restoration work for @insideFPL now neighborho… https://t.co/RqIsHK8itX	data_image/hurricane_irma/18_9_2017/909839453010702338_0.jpg	little_or_no_damage
hurricane_maria	914453846470119424	914453846470119424_0	They have forgotten us #life after disaster in #PuertoRico https://t.co/89Jo4q8NTC https://t.co/cHxnTWiNVD	data_image/hurricane_maria/1_10_2017/914453846470119424_0.jpg	severe_damage
california_wildfires	920048735400456193	920048735400456193_0	California Wildfire Containment Slowly Increases https://t.co/QYnZrtY2MU https://t.co/SskILEAcVf	data_image/california_wildfires/16_10_2017/920048735400456193_0.jpg	severe_damage
hurricane_irma	909754364989923328	909754364989923328_0	The psychological impact of Hurricane Irma https://t.co/Xd30uBSGvT https://t.co/4km8wlY050	data_image/hurricane_irma/18_9_2017/909754364989923328_0.jpg	little_or_no_damage
hurricane_maria	929059311501881344	929059311501881344_0	A road is seen washed away by Hurricane Maria outside the municipality of Barranquitas, Puerto Rico https://t.co/IPRIss5BDz	data_image/hurricane_maria/10_11_2017/929059311501881344_0.jpg	mild_damage
california_wildfires	920349606717792256	920349606717792256_0	#California #Wildfires: Local #Pastors Identify 3 Best Ways to Help https://t.co/aM0wZt0tHz #SantaRosa #Christian https://t.co/TG46u0DyBl	data_image/california_wildfires/17_10_2017/920349606717792256_0.jpg	little_or_no_damage
hurricane_harvey	907288972459732992	907288972459732992_0	Buffalo Bayou Cleanup Moves Forward After Hurricane Harvey https://t.co/VNDq6ZXDYx https://t.co/PQ3wlFlW30	data_image/hurricane_harvey/11_9_2017/907288972459732992_0.jpg	severe_damage
hurricane_maria	911584878172540929	911584878172540929_1	@CNN Help St. Croix United States Virgin Islands. Hurricane Maria hit them too! https://t.co/VE7xCTPR99	data_image/hurricane_maria/23_9_2017/911584878172540929_1.jpg	severe_damage
iraq_iran_earthquake	930496652506533892	930496652506533892_0	Buildings investigation launched in wake of Iran earthquake https://t.co/zVR4tGU0ad https://t.co/Y8tIR82ufy	data_image/iraq_iran_earthquake/14_11_2017/930496652506533892_0.jpg	severe_damage
mexico_earthquake	910706631800889344	910706631800889344_0	Today you have the chance to support #MexicoEarthquake victims with a retweet https://t.co/6vF83o0WYE https://t.co/1YFctNOrhR	data_image/mexico_earthquake/21_9_2017/910706631800889344_0.jpg	severe_damage
hurricane_harvey	905215758917144584	905215758917144584_0	RT @KPRC2: Cleaning up in some of Houston's hardest-hit neighborhoods after Harvey https://t.co/5mFwjoBofx #kprc2 https://t.co/Z4XBBgHz9J	data_image/hurricane_harvey/5_9_2017/905215758917144584_0.jpg	little_or_no_damage
hurricane_maria	911546967473442816	911546967473442816_0	Hurricane Maria lashed Turks and Caicos as it barreled toward the Bahamas https://t.co/YL6Zhk91Sa https://t.co/mLb7JJbVqY	data_image/hurricane_maria/23_9_2017/911546967473442816_0.jpg	mild_damage
hurricane_irma	910180940801904641	910180940801904641_0	You could have money coming to you if you couldn't work during Hurricane Irma: https://t.co/D7Mnyduxrv https://t.co/2dMYvFaRnx	data_image/hurricane_irma/19_9_2017/910180940801904641_0.jpg	severe_damage
hurricane_irma	905642249706340352	905642249706340352_0	Sheriff tweets that anyone with a warrant seeking shelter from Hurricane Irma will be jailed https://t.co/68dECfgtPU https://t.co/ptHw3iMaRM	data_image/hurricane_irma/7_9_2017/905642249706340352_0.jpg	little_or_no_damage
hurricane_harvey	905556047984824322	905556047984824322_3	RT @MedinaStormCast: @weatherchannel Crestline, OH tornado damage. https://t.co/6anRQAf3te	data_image/hurricane_harvey/6_9_2017/905556047984824322_3.jpg	severe_damage
hurricane_harvey	907786118225121280	907786118225121280_0	Demo and debris. Harvey in Houston. https://t.co/qpOCXApedP	data_image/hurricane_harvey/13_9_2017/907786118225121280_0.jpg	mild_damage
hurricane_maria	915282034628730884	915282034628730884_2	If these images do not depict “a real catastrophe”, then I don’t know what does. (Source: https://t.co/AKEiRoIOn8) https://t.co/xVZwRgukdx	data_image/hurricane_maria/3_10_2017/915282034628730884_2.jpg	mild_damage
hurricane_harvey	910261798569472003	910261798569472003_0	Hurricane Harvey's Latest Victim: @HoustonBallet's "Nutcracker" https://t.co/U68RdrlbYF https://t.co/8cS0mAoS6G	data_image/hurricane_harvey/19_9_2017/910261798569472003_0.jpg	little_or_no_damage
hurricane_maria	923775958292750336	923775958292750336_0	Rebuilding Puerto Rico from the Grassroots Up https://t.co/iP2szQdZyO via @CityLab https://t.co/i7YBGLSJca	data_image/hurricane_maria/27_10_2017/923775958292750336_0.jpg	severe_damage
hurricane_irma	909752461694513153	909752461694513153_0	Residential garage, commercial doors, and gates, we are here to help you recover from #Irma's damage. 239-768-DOOR… https://t.co/tVln5vo7m2	data_image/hurricane_irma/18_9_2017/909752461694513153_0.jpg	little_or_no_damage
mexico_earthquake	912048104651788289	912048104651788289_2	Extra images of the leaning building #MexicoEarthquake https://t.co/SibrGMDgjv	data_image/mexico_earthquake/24_9_2017/912048104651788289_2.jpg	little_or_no_damage
hurricane_maria	911530140546375680	911530140546375680_0	A Walk Through Dominica, Hours After Hurricane Maria https://t.co/qF1Y3sWHmQ https://t.co/t77wpL1o3o	data_image/hurricane_maria/23_9_2017/911530140546375680_0.jpg	severe_damage
mexico_earthquake	914159056201424896	914159056201424896_0	Earthquake effects in Mexico City? No!!!! Devastating effects from corruption!!!!! https://t.co/HNVajZwkp5	data_image/mexico_earthquake/30_9_2017/914159056201424896_0.jpg	severe_damage
california_wildfires	918358890302947328	918358890302947328_0	Sonoma and Napa Wineries Damaged by California Wildfires: Updated List https://t.co/QjZhtqshU7 https://t.co/onyQongBhn	data_image/california_wildfires/12_10_2017/918358890302947328_0.jpg	severe_damage
hurricane_harvey	905631992183635968	905631992183635968_0	Porter devastated by Harvey's flooding, high winds https://t.co/vo7Phukj3g https://t.co/Ewu91k6si5	data_image/hurricane_harvey/7_9_2017/905631992183635968_0.jpg	severe_damage
hurricane_maria	912075698617102340	912075698617102340_1	Destruction! #PuertoRico #PrayForPR #HurricaneMaria #Condado #santurcepr https://t.co/hxTAcKZpkH	data_image/hurricane_maria/24_9_2017/912075698617102340_1.jpg	severe_damage
hurricane_harvey	905545403386527745	905545403386527745_0	Relatively low #Harvey death toll is 'astounding' to experts https://t.co/nVrqV8sxcM https://t.co/WiHmMAIrOk	data_image/hurricane_harvey/6_9_2017/905545403386527745_0.jpg	mild_damage
